id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22791091,Lester Lofts - Suite 301 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08974,-64.7739,Private room,185,1,8,2022-06-09,0.23,35,297,3,
22791168,Lester Lofts - Suite 202 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08974,-64.7739,Private room,185,1,6,2021-03-06,0.17,35,283,0,
22795168,Cozy cottage on the Bay of Fundy,47141908,Susan,Charlotte,Saint George,45.05632,-66.85821,Entire home/apt,175,4,55,2021-10-12,1.13,4,312,15,
22825559,Château Queen - Suite 101 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08905,-64.78182,Private room,131,1,19,2021-10-06,0.49,35,283,3,
22825654,Château Queen - Suite 102 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08905,-64.78182,Private room,131,1,16,2022-02-13,0.42,35,300,3,
22825715,Chateau Queen - Suite 201 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08905,-64.78182,Private room,131,1,10,2022-04-17,0.24,35,300,3,
24628287,"Chambre jardin, tranquille, côté sud.",138381527,Elisabeth,Gloucester,Caraquet,47.79719,-64.90251,Private room,74,1,10,2019-08-12,0.20,4,111,0,
26475861,Morel Executive Suites #5,160722820,Denis,Madawaska,Madawaska,47.36462,-68.32706,Hotel room,143,1,83,2022-06-22,1.73,9,151,12,
26523576,Cabane de ressourcement en forêt,172052684,Stéphane Et Manon,Madawaska,Sainte-Joseph,47.473,-68.32332,Entire home/apt,56,2,58,2022-06-11,1.22,4,142,21,
26567541,Old Village Room,134595404,Jennifer,Kent,Richibucto,46.64682,-64.87495,Private room,55,1,19,2020-07-17,0.40,2,1,0,
22825763,Château Queen - Suite202 by Bower Hotels + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08905,-64.78182,Private room,131,1,16,2022-05-22,0.37,35,293,7,
26585130,Country style loft,199169609,Paul & Nathalie,Kent,Dundas,46.33999,-64.56254,Entire home/apt,108,1,211,2022-06-24,5.51,1,128,97,
22860945,Luxury room. Close 2 UNB Queen St. Walking trails,121322838,Positive ❤️Heart Living.P,York,Fredericton,45.94685,-66.63406,Entire home/apt,96,1,204,2022-06-22,3.85,6,56,62,
22882688,Lavender Manor. Minutes from Beach!,170942881,Lori,Kent,Wellington,46.54828,-64.71774,Entire home/apt,300,2,95,2022-05-22,1.84,1,126,28,
26594137,Maison Vents & Mer - Télétravail en bord de mer,199790727,Marie-Eve,Gloucester,Caraquet,47.79868,-64.90105,Entire home/apt,215,3,54,2022-04-13,1.17,1,73,21,
22936162,The Star Dome at the Belleisle Bayview Retreat!,37719862,Andrew,Kings,Springfield,45.61,-65.8921,Entire home/apt,172,1,241,2022-06-18,4.95,3,323,87,
22959044,Sunny house in Sunnybrae,170104998,Amy,Westmorland,Moncton,46.10308,-64.77627,Private room,58,1,26,2022-05-27,0.49,1,114,9,
26624922,Robin - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.3711,-66.20881,Entire home/apt,236,3,14,2021-08-24,0.30,9,296,4,
22976904,Three Oaks Cottage,117565865,Catherine,Kings,Westfield,45.38291,-66.21707,Entire home/apt,130,2,42,2022-06-07,0.86,1,135,9,
26638502,Chickadee - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.37008,-66.20858,Entire home/apt,190,3,11,2021-08-20,0.23,9,313,1,
23013765,"The ""Overlook"" at the Belleisle Bayview Retreat",37719862,Andrew,Kings,Springfield,45.6097,-65.893,Entire home/apt,172,2,46,2022-05-23,0.94,3,318,16,
26639183,Goldfinch - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.3709,-66.20689,Entire home/apt,170,3,9,2022-05-25,0.19,9,319,4,
23038711,Adventure Cottage,170964497,Guy-Alexandre,Kent,Saint-Louis,46.76307,-65.01409,Entire home/apt,257,2,14,2022-02-27,0.30,8,235,9,
26664796,Sparrow - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.36958,-66.20768,Entire home/apt,170,3,12,2021-08-26,0.25,9,312,2,
23039177,Loft Chalet - Essential,170964497,Guy-Alexandre,Kent,Saint-Louis,46.76292,-65.01345,Entire home/apt,162,2,148,2022-06-23,3.11,8,364,80,
23041547,The Richard's * Beautiful Private Basement Suite*,170992840,Zelande,Westmorland,Moncton,46.08184,-64.73527,Entire home/apt,68,1,187,2022-06-05,3.59,1,324,54,
23062583,HOTTUB/CABANA/LOUNGING FURNITURE STEPS FROM PARLEE,171199467,Steve,Westmorland,Shediac,46.23657,-64.51618,Entire home/apt,296,3,12,2020-01-28,0.25,1,65,0,
23069506,Beachfront Studio apartment,171266928,Denise,Gloucester,Beresford,47.73656,-65.70635,Entire home/apt,110,7,9,2019-09-20,0.19,1,4,0,
23102860,Chalet au bord de la mer/Cottage by the sea,143402784,Yvon,Gloucester,New Bandon,47.8334,-64.99074,Entire home/apt,300,7,7,2020-07-19,0.15,1,129,0,
23122283,Catch The Wind Two B & B,17938931,Art,Albert,Hopewell,45.77091,-64.65566,Private room,110,1,109,2022-06-19,2.23,2,333,31,
23181815,Come and Enjoy this Impressive 3 Bedroom Home.,156623404,Wayne,Westmorland,Moncton,46.10932,-64.82227,Entire home/apt,162,1,53,2022-06-18,1.06,3,307,21,
23182871,Premium Downstairs 2 Bedroom Suites .. Mapleton Rd,156623404,Wayne,Westmorland,Moncton,46.10953,-64.82241,Entire home/apt,144,1,25,2022-05-08,0.49,3,321,10,
23223922,Beach House at Parlee Beach,171507987,Kelly,Westmorland,Shediac,46.23818,-64.51907,Entire home/apt,365,7,10,2019-09-23,0.28,1,112,0,
23227789,Captain Peach- Beach Cottage,172805503,Lise,Kent,Richibucto,46.67656,-64.84507,Entire home/apt,165,4,8,2022-06-10,0.17,1,96,3,
24656332,Executive Getaway Bathurst,186339144,Roger,Gloucester,Bathurst,47.6165,-65.64937,Entire home/apt,135,3,96,2022-06-15,1.95,2,292,11,
24690222,Captain’s Quarters,115905672,Chelsea,Albert,Alma,45.60119,-64.94061,Entire home/apt,140,1,97,2022-05-17,2.01,6,45,39,
24735973,Grande-Digue Cottage with a View,67110909,Angie,Kent,Dundas,46.34578,-64.57063,Entire home/apt,125,3,51,2022-06-13,1.03,1,205,9,
24751979,Modern 1BR Apartment Uptown,20729699,Aleks,York,Fredericton,45.9459,-66.70081,Entire home/apt,109,2,126,2022-06-21,2.51,1,58,24,
24842900,Baker Lac 4 season cottage,84229372,Valerie,Madawaska,Lac-Baker,47.3427,-68.64384,Entire home/apt,175,2,17,2022-04-18,0.36,1,15,7,
23247278,Seaside Cottage - Near Parlee Beach & Shediac,83089813,Pierre,Westmorland,Shediac,46.23559,-64.46105,Entire home/apt,133,2,34,2021-10-11,0.70,1,38,5,
26741695,The Doctors Inn,201075336,Debbie,Westmorland,Botsford,46.13546,-63.8196,Entire home/apt,175,3,0,,,1,323,0,
26751606,spilt entry home Dieppe,164658591,Huberte,Westmorland,Moncton,46.10022,-64.75466,Entire home/apt,206,21,27,2022-06-16,0.57,1,34,1,
26871065,Welcome To The Farm!,195231962,Kelly,Albert,Harvey,45.732,-64.72875,Entire home/apt,175,2,36,2020-09-27,0.76,1,54,0,
26895456,Red  tiny house animaux accepter surplus demander.,114627456,Eric,Madawaska,Saint-Jacques,47.43008,-68.45018,Entire home/apt,135,1,94,2022-06-19,1.99,4,118,44,
26900180,Quiet Space in Sussex,115085682,Susan,Kings,Sussex,45.72991,-65.51201,Private room,60,1,18,2022-06-17,2.18,1,334,18,
26950951,Gite Beausoleil B&B - Landry Room,192330252,Emery,Westmorland,Shediac,46.22476,-64.50689,Private room,110,1,22,2022-06-10,0.60,2,165,18,
26955446,The Guillemots Nest,202820215,Halton,Charlotte,Grand Manan,44.71729,-66.74199,Entire home/apt,109,3,39,2022-06-11,0.84,1,46,15,
26992523,Blue Jay - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.37094,-66.20868,Entire home/apt,230,3,4,2021-08-28,0.11,9,315,1,
26993778,Brand new home in Magnetic hill area!,94327377,Serge,Westmorland,Moncton,46.1164,-64.88206,Entire home/apt,163,1,112,2022-05-31,2.38,2,100,11,
26993928,Hummingbird - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.37147,-66.20865,Entire home/apt,250,3,8,2020-03-08,0.17,9,294,0,
24849795,Cozy and Convenient Place,24931513,Mua,Westmorland,Moncton,46.11831,-64.85728,Entire home/apt,132,1,44,2022-06-14,2.09,2,169,42,
24854887,Cozy Cottage walking distance to the beach,78900639,Maryse & Guy,Westmorland,Shediac,46.23568,-64.42529,Entire home/apt,200,5,10,2019-09-01,0.21,1,304,0,
24871031,Swallow View Cottage - lovely lighthouse views!,188018902,Danielle,Charlotte,Grand Manan,44.7638,-66.74454,Entire home/apt,195,3,28,2021-08-22,0.59,1,9,10,
24890878,'The Intrepid' - Family Suite at Jardine's Inn,150429124,Connie,Kent,Richibucto,46.64844,-64.87639,Private room,109,1,19,2020-06-05,0.38,5,0,0,
27011414,South Branch Cottage,200900183,Donna,Kings,Cardwell,45.7479,-65.2833,Entire home/apt,140,1,143,2022-06-23,3.00,2,53,48,
24904001,"""The Tikoma Room"" at Jardine's Inn",150429124,Connie,Kent,Richibucto,46.64889,-64.87675,Private room,79,1,10,2020-10-26,0.20,5,0,0,
27132555,Private Guest Suite in Lovely Moncton Neighborhood,94503265,Janice,Westmorland,Moncton,46.12071,-64.83674,Entire home/apt,63,1,123,2022-06-13,2.63,1,0,32,
27136695,Charming 1-bedroom in the Heart of Downtown,191923218,Emily And Jim,York,Fredericton,45.95969,-66.64363,Entire home/apt,99,2,102,2022-06-06,2.14,3,292,34,
27167679,"Alvin's ""New Addition"" 1 bdrm apt in old SaintJohn",99381199,Alvin,Saint John,City of Saint John,45.28641,-66.05559,Entire home/apt,87,1,254,2022-06-07,5.39,5,287,88,
24906665,"""The Wacissa Room"" at Jardine's Inn",150429124,Connie,Kent,Richibucto,46.65013,-64.87606,Private room,79,1,15,2020-09-14,0.30,5,0,0,
27200871,The Cottage At The Baie,120801628,Juliet And Rinke,Northumberland,Hardwicke,47.05046,-64.95735,Entire home/apt,145,1,17,2019-08-31,0.36,1,228,0,
24909316,"""The Reliance Room"" at Jardine's Inn",150429124,Connie,Kent,Richibucto,46.64823,-64.87738,Private room,79,1,10,2020-08-21,0.21,5,0,0,
27202172,Ocean View House,182059113,Martin,Gloucester,Shippagan,47.69798,-64.72287,Entire home/apt,185,5,22,2021-08-26,0.46,1,0,6,
24959925,Villa Greco on the Miramichi,187666291,Adam & Kelly,Northumberland,Blackville,46.71558,-65.81522,Entire home/apt,190,2,49,2022-05-23,1.01,1,88,16,
24990630,Large Pine Cottage,188923965,Gerry,Westmorland,Shediac,46.23457,-64.50812,Entire home/apt,260,3,26,2021-08-29,0.54,1,8,6,
27226616,Appartement Péninsule Acadienne (près de Caraquet),205040987,Francia,Gloucester,Caraquet,47.76292,-65.04825,Entire home/apt,90,2,60,2022-04-03,1.27,1,304,18,
27232035,Eagle - Eagles Eye View Cottages,200148578,Brenda,Kings,Westfield,45.36959,-66.20719,Entire home/apt,250,3,11,2021-07-23,0.24,9,294,1,
25006145,Modern cottage:2 mins from the beach!,255343602,Gerry,Kent,Dundas,46.3082,-64.52616,Entire home/apt,149,3,188,2022-06-24,3.79,1,283,33,
27263172,Alma's Bay View Cottage on the Hill,205363855,Darryl And Tara,Albert,Alma,45.60467,-64.94771,Entire home/apt,186,2,37,2022-06-16,0.79,1,42,5,
23389080,Kissing Bridge Cottage,56824230,Taya,Kings,Hampton,45.48073,-65.89899,Entire home/apt,157,2,111,2022-06-17,2.18,2,116,22,
27313240,Dalhousie Oceanview Beach House,205787526,Pierre,Restigouche,Dalhousie,48.0588,-66.35256,Entire home/apt,168,4,42,2022-06-19,0.89,1,283,12,
23399938,Crawford's Roost on the Tobique River Headpond,118685796,Tami,Victoria,Perth,46.77994,-67.62346,Entire home/apt,185,4,23,2022-06-12,0.46,1,277,5,
27327303,Chalet sur le bord de la mer,205792993,Mélissa,Gloucester,Inkerman,47.6132,-64.81298,Entire home/apt,125,7,31,2022-06-22,0.66,1,176,8,
23409372,"Barachois hideaway, 2BD bright & spacious basement",124016001,Mike Jen,Westmorland,Moncton,46.07455,-64.70925,Entire home/apt,119,2,0,,,1,334,0,
23412037,Aboiteau Chalet,157757038,Michael,Westmorland,Shediac,46.2283,-64.3185,Entire home/apt,232,7,12,2022-06-19,0.34,1,301,8,
27337367,Tidal Treasure- Guest Master -  Room 4 of 10,205879039,Tom,Charlotte,Dufferin,45.16993,-67.19471,Private room,370,1,12,2021-11-09,0.50,8,313,3,
23447097,Beautiful renovated guest suite close to downtown.,30987890,Marie,Albert,Coverdale,46.0634,-64.789,Entire home/apt,93,3,221,2022-06-24,4.27,1,108,26,
23448902,Norwood on the Washademoak Bed & Breakfast,49423729,Ines,Queens,Cambridge,45.74293,-66.02739,Private room,95,1,12,2021-09-03,0.24,2,52,2,
27337690,Tidal Treasure-Guest Master-Kitch/Den Room 5 of 10,205879039,Tom,Charlotte,Dufferin,45.17112,-67.19424,Private room,476,1,4,2020-08-10,0.12,8,315,0,
23523108,"Family-style home, on beautiful Grand Manan Island",157202620,Fredonna,Charlotte,Grand Manan,44.76855,-66.76145,Entire home/apt,180,4,27,2021-10-12,0.57,1,282,11,
27338046,Tidal Treasure-Guest Room 1 of 10,205879039,Tom,Charlotte,Dufferin,45.17194,-67.19395,Private room,257,1,23,2022-06-15,0.65,8,313,5,
23593608,Waterfront cottage for a peaceful vacation (2 BR.),176389284,Norman,Gloucester,Beresford,47.78214,-65.71363,Entire home/apt,130,6,15,2022-06-02,0.42,3,210,9,
27338205,Tidal Treasure- Guest Room 2 of 10,205879039,Tom,Charlotte,Dufferin,45.17179,-67.19418,Private room,264,1,10,2021-02-06,0.28,8,317,0,
23602526,"Happy Trails Chalet, Poley Mtn & Fundy Experience",132564582,Jamie,Kings,Waterford,45.68201,-65.38704,Entire home/apt,250,2,178,2022-06-05,3.57,1,158,24,
27338341,Tidal Treasure-Loft- Room 3 of 10,205879039,Tom,Charlotte,Dufferin,45.16971,-67.19487,Private room,370,1,12,2021-09-06,0.35,8,320,2,
23650011,Darlene's Country Cottage,177037493,Darlene,Northumberland,Blackville,46.76965,-65.77452,Entire home/apt,95,1,58,2022-06-19,1.19,1,215,26,
27369188,Entire house in Cocagne NB,79154617,Christine,Kent,Dundas,46.34091,-64.62024,Entire home/apt,157,2,13,2022-05-29,0.27,4,92,5,
27419722,St Martins Fundy Stay,155898524,Theresa,Saint John,Saint Martins,45.34934,-65.55763,Entire home/apt,200,2,20,2021-09-06,0.43,1,30,7,
27463426,Wonderful Seaside Cottage: Enjoy Your Retreat!,206958419,Jane,Westmorland,Botsford,46.06091,-64.01727,Entire home/apt,138,2,16,2022-06-16,0.34,8,151,5,
27543240,"SECOND room for rent in St. Andrews, NB.",185199713,Dave,Charlotte,Saint Andrews,45.07831,-67.05573,Private room,59,1,71,2022-06-24,1.51,3,99,21,
27549268,Lakefront Living,60589073,Kelley,York,Manners Sutton,45.72409,-67.02863,Entire home/apt,114,1,58,2022-06-22,1.24,1,117,13,
27551274,Cottage at the Ocean Near Shediac and L'aboiteau,206958419,Jane,Westmorland,Botsford,46.06,-64.01517,Entire home/apt,138,2,11,2021-09-19,0.24,8,144,2,
27551703,"Cottage at the Ocean, Ocean views!",206958419,Jane,Westmorland,Botsford,46.05921,-64.03111,Entire home/apt,133,2,17,2021-08-27,0.36,8,121,5,
27551930,"Entire Cottage at the Ocean, Ocean views!",206958419,Jane,Westmorland,Botsford,46.05859,-64.03267,Entire home/apt,128,2,30,2021-09-20,0.64,8,118,10,
27552001,"Entire Cottage at the Ocean, Ocean views!",206958419,Jane,Westmorland,Botsford,46.05825,-64.03087,Entire home/apt,104,2,17,2022-06-24,1.44,8,127,17,
27552067,"Entire Cottage at the Ocean, Ocean views!",206958419,Jane,Westmorland,Botsford,46.06025,-64.01645,Entire home/apt,133,2,5,2022-06-20,5,8,132,5,
25079280,Lisa's seaside chalet w/hot tub at aboiteau beach,189585247,Lisa,Westmorland,Shediac,46.22705,-64.31538,Entire home/apt,325,1,166,2022-06-19,3.38,2,11,29,
27552548,Panel Room at Wishart Point Lodge,154249045,Ned,Northumberland,Alnwick,47.33654,-64.98072,Private room,100,2,0,,,3,352,0,
25102545,Riverview Guest Suite,178956756,Sandy And Bill,Albert,Coverdale,46.07303,-64.77659,Entire home/apt,99,3,40,2022-06-17,0.80,1,7,14,
27571577,Birds & Blooms Bed & Breakfast     Lovebird Room,84194558,Lorraine,Charlotte,Grand Manan,44.68358,-66.77729,Private room,145,2,4,2020-07-26,0.09,1,356,0,
25180921,Tranquility Cove,170470772,Ben,Kings,Westfield,45.31782,-66.18774,Entire home/apt,150,2,73,2022-06-14,1.50,1,112,20,
25211382,Beachfront/Waterfront 3 Bedroom Cottage.,190490248,Geoff,Kent,Dundas,46.33246,-64.52615,Entire home/apt,160,6,4,2021-09-05,0.08,1,0,1,
27579780,Vue de la mer/Roulotte style Chalet,208092959,Melissa,Restigouche,Durham,47.95719,-66.13822,Entire home/apt,124,1,25,2019-09-02,0.53,1,0,0,
25248476,Modern Farmhouse/Townhouse/ArtistStudio/Atelier,185405908,Barbara,Restigouche,Addington,48.00836,-66.66441,Entire home/apt,199,1,173,2022-06-22,3.50,3,310,33,
27595379,"Camp Barra, 3 Bedroom Cottage outside Fredericton",206963343,Jana,York,Bright,45.99163,-66.90063,Entire home/apt,162,4,84,2022-06-18,1.91,1,75,18,
25263280,Charming basement apartment close to everything!,186080832,Brittany,Gloucester,Bathurst,47.63096,-65.67863,Entire home/apt,70,2,36,2022-06-09,0.74,1,317,12,
25285147,"Airbnb Chatham , 2 bedrooms, clean & comfortable",185413015,Darlene - Everett,Northumberland,Chatham,47.04581,-65.4392,Private room,73,1,11,2022-06-17,0.23,1,340,3,
27635354,Shediac River loft apartment with a view,169671652,Victoria,Westmorland,Shediac,46.27081,-64.62588,Entire home/apt,104,2,39,2022-06-20,0.86,1,124,2,
27637688,Maple Grove,208567075,Mark&Patsy,Victoria,Andover,46.75098,-67.72989,Private room,75,1,67,2022-05-07,1.43,1,314,19,
25295311,Maison pour famille ou groupe,191072681,Marie-Eve,Gloucester,Shippagan,47.73996,-64.72408,Entire home/apt,100,2,16,2019-08-14,0.33,1,127,0,
25307451,Cozy Courtyard Bliss,4679107,Debbie,Saint John,City of Saint John,45.26988,-66.05957,Entire home/apt,125,2,54,2022-06-05,1.12,2,107,14,
27761277,Moments sereins 😊🏊‍♀️🚴‍♂️🏄‍♂️🎣⛱🌅🎭☕🤽‍♂️🐕,11160271,Yvonne,Gloucester,New Bandon,47.83099,-64.98989,Private room,45,1,10,2022-05-30,0.26,1,21,3,
25400830,Great Location  2 bedroom apartment,50672549,Martin,Madawaska,Madawaska,47.36261,-68.3361,Entire home/apt,146,1,10,2021-09-25,1.04,2,110,10,
25403884,The King Sweet,13386680,Sonya,York,Fredericton,45.96224,-66.64177,Entire home/apt,106,2,71,2019-12-08,1.44,1,0,0,
27812171,New brunswick Single family home,144821613,G,Northumberland,Alnwick,47.32976,-65.0112,Private room,89,1,0,,,2,0,0,
27845228,Chalet à louer,180014145,Lise,Gloucester,Caraquet,47.80225,-64.89107,Entire home/apt,130,4,21,2022-06-12,0.47,2,318,7,
25423845,Gorgeous 1-bedroom in the Heart of Downtown,191923218,Emily And Jim,York,Fredericton,45.95827,-66.6442,Entire home/apt,99,2,126,2022-06-10,2.55,3,288,31,
25458741,Nana's Reach - Water Street,82052938,Jennifer,Charlotte,Saint Andrews,45.06989,-67.04512,Entire home/apt,155,6,27,2021-09-27,0.57,1,40,9,
27846834,Chalet au bord de l’eau à Caraquet,117833246,Fred,Gloucester,Caraquet,47.77777,-64.99508,Entire home/apt,113,5,29,2022-06-17,0.62,1,179,2,
27855414,Sailors Landing,11972296,Jennifer,Kent,Wellington,46.45173,-64.64599,Entire home/apt,206,7,86,2022-06-17,1.85,2,113,22,
23731490,The Lobster Den,115905672,Chelsea,Albert,Alma,45.60057,-64.94216,Entire home/apt,140,1,81,2022-06-08,1.67,6,43,30,
27872536,Cottage by the Lighthouse,89545625,Angela,Charlotte,Saint George,45.04156,-66.88787,Entire home/apt,266,3,2,2022-06-15,2,1,140,2,
23783491,Oceanfront Cottage 20 min to Shediac,2597678,Taylor,Kent,Dundas,46.34931,-64.56793,Entire home/apt,175,7,20,2021-09-06,0.42,1,20,6,
27877811,Kingston Home with a country view.,210351634,Judy,Kings,Kingston,45.54979,-65.93001,Entire home/apt,101,2,63,2022-06-14,1.36,1,318,17,
23808752,"""The Mooring""- Full Beach House with Views",178676446,Chris,Westmorland,Shediac,46.23968,-64.51542,Entire home/apt,245,7,25,2022-06-11,0.52,1,264,9,
27896486,"Riverview Oasis
Pool, hot tub 
Fundy Central",210705424,Susan,Albert,Coverdale,46.06832,-64.75198,Private room,95,1,116,2022-06-19,2.49,2,279,26,
23903832,A little piece of heaven !,122299999,Lori,York,Southhampton,45.96416,-67.32247,Private room,114,1,0,,,1,178,0,
27899223,Cozy Retreat Upstairs,210705424,Susan,Albert,Coverdale,46.06838,-64.75209,Private room,60,1,27,2022-05-29,0.77,2,0,3,
23941014,Angela’s hygge headquarters,30862077,Angela,Kings,Westfield,45.37938,-66.22252,Private room,95,1,3,2022-06-12,0.29,1,168,3,
27927542,Solace by the Sea Cottage,204288925,Vanessa,Kent,Wellington,46.43865,-64.63011,Entire home/apt,128,2,3,2022-06-19,2.57,1,67,3,
27930724,Darlings Island Bunkie on the water,85475350,Kathleen,Kings,Hampton,45.5029,-65.87386,Entire home/apt,170,2,120,2022-06-20,2.57,1,268,39,
23997379,Heaven's Corner,180563871,Betty,Kent,Richibucto,46.68366,-64.78675,Entire home/apt,200,6,10,2021-08-05,0.21,1,141,2,
27954612,2 Bedroom Apt in Riverview/POOL END OF JUNE TO SEP,114707123,Jeannette,Albert,Coverdale,46.06079,-64.80147,Entire home/apt,150,2,91,2022-06-02,1.98,2,119,31,
24036542,Aboiteau Beach Chalet,149062641,Dawn,Westmorland,Shediac,46.22372,-64.31116,Entire home/apt,250,7,13,2021-08-21,0.27,1,294,1,
24037121,The Brookside. 25km S of Moncton on Caledonia Mt.,156691639,Anne,Albert,Hillsborough,45.8535,-64.84934,Entire home/apt,91,1,105,2022-06-15,2.11,1,94,20,
28029273,#1 Victorian spacious room Uptown Saint John,210010168,J J,Saint John,City of Saint John,45.27146,-66.05332,Private room,39,1,123,2022-06-15,3.10,2,4,24,
24080000,Levesque  Homestead,181159760,Mathieu,Restigouche,Addington,47.94663,-66.78042,Private room,40,1,41,2020-03-03,0.84,1,337,0,
28039963,Cozy waterfront cottage on the Tidnish River!,210172830,Jen,Westmorland,Westmorland,45.98601,-64.04872,Entire home/apt,175,3,18,2022-06-17,0.51,2,110,8,
24113302,We Work Hard At Making Your Stay With Us Enjoyed.,156623404,Wayne,Westmorland,Moncton,46.10749,-64.82251,Entire home/apt,308,1,114,2022-06-20,2.28,3,303,40,
28107735,WELCOME TO 179 IVY ROAD  SUITE 310,131467059,Philip,Westmorland,Moncton,46.11788,-64.84846,Entire home/apt,113,1,49,2022-01-16,1.06,6,297,3,
28153694,"Dans la maison à la porte jaune,  1+1+1",138381527,Elisabeth,Gloucester,Caraquet,47.79664,-64.9025,Private room,200,1,3,2019-08-15,0.07,4,97,0,
28159106,"Take a deep breath, you’re home now",212694179,Sharon,Northumberland,Newcastle,47.06996,-65.42366,Entire home/apt,100,1,39,2021-10-02,0.84,1,235,8,
28221334,3Bed2Bath,102506185,Curt,York,Fredericton,45.95713,-66.63919,Entire home/apt,240,1,15,2022-06-22,0.49,4,288,7,
28246256,JFK Miramichi Lodge,213343748,Fred And Kelly,Northumberland,Ludlow,46.50497,-66.29576,Entire home/apt,250,2,68,2022-06-05,1.65,1,317,18,
28258068,Loft apartment in Century Old School House!,34230995,Jeff,Westmorland,Sackville,45.92478,-64.35677,Entire home/apt,125,3,147,2022-04-25,3.21,2,143,14,
28307609,Great location to everything in Fredericton.,32498615,Michael & Tina,York,Fredericton,45.9805,-66.64871,Entire home/apt,91,1,384,2022-06-20,8.34,1,104,107,
28354396,#1 Waterfront Cottage  Southwest Miramichi River,214086427,Stacey,Carleton,Aberdeen,46.5295,-67.17749,Entire home/apt,150,1,91,2022-06-17,1.97,2,279,34,
28406660,"Modern cottage Shédiac , Barachois , Cap-Pelé area",41102771,Robert,Westmorland,Shediac,46.22305,-64.34029,Entire home/apt,130,4,60,2022-05-26,1.33,1,10,23,
28437332,"Appartement style loft, entièrement équipé",56268544,Diane,Gloucester,Caraquet,47.7894,-64.9595,Entire home/apt,119,2,16,2021-08-29,0.45,1,141,10,
28459531,Cozy Suite in Historical Mansion in Uptown St John,79379,Pushpa,Saint John,City of Saint John,45.27043,-66.05584,Entire home/apt,140,7,0,,,2,173,0,
28461268,Private 2 Bedroom Apartment W/PICTURESQUE FOREST,229150150,Jennifer,York,Fredericton,45.90258,-66.59449,Entire home/apt,80,21,63,2020-03-15,1.46,1,175,0,
28468552,Executive Guest Suite Floor,81343310,Kamini,Gloucester,Bathurst,47.60992,-65.68147,Private room,190,1,6,2021-10-02,0.13,4,362,1,
28586539,"Come Home, You are safe!!!",81343310,Kamini,Gloucester,Bathurst,47.60981,-65.68253,Private room,100,1,17,2022-06-23,0.37,4,358,2,
25483531,Gite Beausoleil B&B - French Room,192330252,Emery,Westmorland,Shediac,46.22593,-64.50888,Private room,110,1,25,2022-06-18,0.53,2,80,10,
28587468,Business or leisure double guest room suite.....,81343310,Kamini,Gloucester,Bathurst,47.6111,-65.68248,Private room,135,1,24,2021-08-22,0.56,4,360,4,
25545854,Shediac area apartment,173871142,Peter,Westmorland,Shediac,46.19131,-64.56286,Private room,90,1,35,2020-08-02,0.74,1,83,0,
25586203,Stay on an island in the Saint John River ROOM 2,16590532,Petr,Saint John,City of Saint John,45.27115,-66.12016,Private room,16,2,31,2020-03-20,0.64,3,177,0,
28711271,WELCOME TO 179 IVY ROAD  SUITE 410,131467059,Philip,Westmorland,Moncton,46.11657,-64.84738,Entire home/apt,113,1,60,2022-06-23,1.33,6,338,23,
28737718,Retreat at Poley Mountain,162777611,Frank,Kings,Waterford,45.68155,-65.38535,Private room,99,2,62,2022-03-27,1.46,1,137,17,
25625851,Tides Inn Retreat,115178362,Carolyn,Charlotte,Dufferin,45.17484,-67.2154,Entire home/apt,140,2,86,2021-09-09,1.75,1,85,18,
25658047,Relaxing Suite with Hot tub - 15 min. to Downtown,62289043,Carolyn,Westmorland,Moncton,46.0955,-64.9714,Entire home/apt,125,1,214,2022-06-18,4.39,1,39,56,
25723109,Chaleur Oceanfront Home with a Pool,175266595,Dawn,Gloucester,New Bandon,47.73243,-65.38462,Entire home/apt,158,2,63,2022-02-24,1.30,1,207,12,
28752409,River Valley Escape Waterfront Cottage Rental,216866851,Marie,York,Dumfries,45.97104,-67.23623,Entire home/apt,209,2,96,2022-06-12,2.19,1,277,53,
25737383,"1300 square ft flat, old charm with modern living",193525307,Mike,Saint John,City of Saint John,45.27205,-66.0525,Entire home/apt,110,3,137,2021-02-25,2.79,3,103,0,
28781774,⚜ Classic - Best value booking in Moncton.,36750612,Steve And Tammy,Westmorland,Moncton,46.09354,-64.78955,Private room,55,1,105,2022-06-21,2.31,4,302,16,
24160879,Cottage on the water weekly rental,123104029,Dominique,Westmorland,Shediac,46.21188,-64.55808,Entire home/apt,200,7,3,2021-08-27,0.27,1,317,3,
